Workplace Census Block Code ,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,Year
245101510005016,4,2,1,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,4,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2010
245101510005017,10,1,8,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,7,0,0,1,1,9,1,2,2,3,2,4,6,0,0,0,0,0,0,0,0,0,0,2010
245101510005018,80,9,53,18,10,45,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79,0,0,0,0,14,64,0,2,0,0,79,1,15,13,27,16,14,66,0,0,0,0,0,0,0,0,0,0,2010
245101510005019,64,18,36,10,13,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,11,53,0,0,0,0,63,1,5,15,14,12,15,49,0,0,0,0,0,0,0,0,0,0,2010
245101510006000,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101510006001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101510006003,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
245101510006004,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101510006005,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101510006008,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101510006009,4,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,4,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2010
245101510006010,7,2,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,1,0,2,0,0,7,0,0,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,2010
245101510007002,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
245101510007003,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101510007006,5,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,5,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2010
245101510007007,5,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,4,1,0,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,2010
245101511001005,9,3,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,9,0,1,1,4,0,8,1,0,0,0,0,0,0,0,0,0,0,2010
245101511001007,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101511001008,9,2,7,0,7,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,1,8,1,0,1,3,3,6,3,0,0,0,0,0,0,0,0,0,0,2010
245101511001009,46,7,31,8,0,18,28,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,2,0,2,35,11,6,18,11,4,41,5,0,0,0,0,0,0,0,0,0,0,2010
245101511001011,5,2,2,1,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2010
245101511002004,12,1,5,6,2,6,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,1,0,0,10,2,1,6,2,2,4,8,0,0,0,0,0,0,0,0,0,0,2010
245101511002005,4,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,4,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2010
245101511002006,11,2,6,3,4,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,4,0,0,11,0,2,1,2,4,5,6,0,0,0,0,0,0,0,0,0,0,2010
245101511002007,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,2010
245101511002035,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101511002038,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101511003003,10,0,6,4,2,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,1,4,2,3,5,5,0,0,0,0,0,0,0,0,0,0,2010
245101511003008,4,0,3,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,4,0,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,2010
245101511004012,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101511004013,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2010
245101511005000,39,10,22,7,8,21,10,0,0,0,0,0,0,12,0,0,3,20,0,0,0,0,0,0,4,0,0,14,17,2,6,0,0,38,1,2,9,10,8,16,23,0,0,0,0,0,0,0,0,0,0,2010
245101511006010,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
245101511006016,17,6,11,0,7,7,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,17,0,2,2,4,3,9,8,0,0,0,0,0,0,0,0,0,0,2010
245101511006019,4,0,4,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2010
245101511006020,4,1,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,2010
245101512001001,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101512001010,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101512003009,20,2,18,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,19,0,0,0,0,20,0,1,4,10,3,2,18,0,0,0,0,0,0,0,0,0,0,2010
245101512004000,19,6,9,4,3,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,4,12,0,3,0,0,19,0,1,3,5,4,10,9,0,0,0,0,0,0,0,0,0,0,2010
245101512005001,3,0,1,2,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101512005002,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101513002008,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101513003001,16,3,7,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,9,7,0,0,0,0,16,0,2,4,5,2,1,15,0,0,0,0,0,0,0,0,0,0,2010
245101513003002,63,19,32,12,19,37,7,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,0,2,0,1,62,1,12,14,12,6,24,39,0,0,0,0,0,0,0,0,0,0,2010
245101513003005,3,0,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2010
245101513004000,21,6,11,4,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,15,0,4,0,0,21,0,1,2,6,6,2,19,0,0,0,0,0,0,0,0,0,0,2010
245101513004001,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,3,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2010
245101513004002,4,0,3,1,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2010
245101513004003,9,0,6,3,0,1,8,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,9,0,0,3,4,2,9,0,0,0,0,0,0,0,0,0,0,0,2010
245101513004005,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2010
245101513004007,6,0,5,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,5,1,1,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,2010
245101513004008,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101513004012,19,0,11,8,1,13,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,1,18,1,0,12,5,2,17,2,0,0,0,0,0,0,0,0,0,0,2010
245101513004019,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101513005003,3,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2010
245101513005004,4,0,4,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2010
245101513005005,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101513005007,217,47,121,49,75,109,33,0,0,0,62,57,0,0,78,0,0,0,0,0,7,0,0,13,0,0,0,44,167,1,3,0,2,213,4,38,67,49,16,151,66,0,0,0,0,0,0,0,0,0,0,2010
245101513005015,12,4,6,2,1,7,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,12,0,2,2,4,0,10,2,0,0,0,0,0,0,0,0,0,0,2010
245101513005017,58,12,34,12,22,25,11,0,0,0,10,19,0,0,25,0,0,0,0,0,2,0,0,2,0,0,0,11,42,0,3,0,2,54,4,13,12,12,9,37,21,0,0,0,0,0,0,0,0,0,0,2010
245101601001002,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2010
245101601001007,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101601002006,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101601002008,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101601003004,36,18,12,6,18,14,4,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,3,0,1,34,2,3,5,3,7,11,25,0,0,0,0,0,0,0,0,0,0,2010
245101601003005,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2010
245101601004004,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101602001014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101602002003,3,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2010
245101602003001,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2010
245101602003009,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101603001002,5,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,5,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,2010
245101603001003,3,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2010
245101603001005,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101603001008,155,38,90,27,34,93,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,153,0,0,0,0,2,152,0,1,0,0,155,0,17,33,49,18,24,131,0,0,0,0,0,0,0,0,0,0,2010
245101603001009,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101603001011,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101603001014,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2010
245101603002005,162,65,86,11,87,59,16,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,40,0,0,115,0,64,92,0,4,0,2,158,4,13,24,34,26,35,127,0,0,0,0,0,0,0,0,0,0,2010
245101603002010,4,0,4,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2010
245101604001001,66,15,43,8,10,26,30,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,53,12,0,1,0,0,65,1,12,15,21,3,52,14,0,0,0,0,0,0,0,0,0,0,2010
245101604002001,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101604002004,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101604002010,19,2,10,7,11,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,15,0,0,0,0,19,0,3,7,6,1,13,6,0,0,0,0,0,0,0,0,0,0,2010
245101604003001,4,2,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2010
245101604003009,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101604004013,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,3,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2010
245101605001001,7,1,3,3,0,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,4,4,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,2010
245101605001002,6,1,3,2,3,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,1,2,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,2010
245101605001003,3,0,2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2010
245101605001004,13,6,3,4,8,5,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,13,0,1,3,3,0,5,8,0,0,0,0,0,0,0,0,0,0,2010
245101605001005,3,1,2,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2010
245101605001006,5,0,2,3,2,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,0,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2010
245101605001007,15,6,3,6,9,5,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,5,3,0,1,8,7,0,0,0,0,0,0,0,0,0,0,2010
245101605001009,20,2,12,6,4,11,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,16,4,3,6,6,3,8,12,0,0,0,0,0,0,0,0,0,0,2010
245101605001012,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2010
245101605001013,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101605001014,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245101605001015,17,1,16,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,17,0,2,6,6,2,6,11,0,0,0,0,0,0,0,0,0,0,2010
245101605002001,5,1,3,1,1,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2010
245101605002007,4,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,4,0,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2010
245101605002009,4,1,2,1,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2010
245101605002011,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101605003000,4,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2010
245101605003001,9,0,7,2,1,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,6,0,0,7,2,2,4,1,2,7,2,0,0,0,0,0,0,0,0,0,0,2010
245101605003006,51,15,29,7,10,9,32,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,49,2,2,8,9,17,22,29,0,0,0,0,0,0,0,0,0,0,2010
245101605003011,35,6,21,8,8,4,23,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,1,0,0,33,2,4,6,12,7,22,13,0,0,0,0,0,0,0,0,0,0,2010
245101605004000,21,7,6,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,12,2,1,0,0,18,3,2,5,3,4,16,5,0,0,0,0,0,0,0,0,0,0,2010
245101605004002,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101605004009,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245101605005004,3,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2010
245101605005014,2,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245101606001007,2,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
